"accession","length","host","protein","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"AHB21135","566","Swine","HA","H1N1","USA","N","2006/02/07","Influenza A virus (A/swine/Minnesota/00991/2006(H1N1))","","","","","","c"
"AEI85566","300","Swine","HA","H1N1","USA","N","2006/02/09","Influenza A virus (A/swine/Arkansas/00993/2006(H1N1))","","","","","","p"
"AEI85567","301","Swine","HA","H1N1","USA","N","2006/02/10","Influenza A virus (A/swine/Georgia/00995/2006(H1N1))","","","","","","p"
"AEI85568","293","Swine","HA","H1N1","USA","N","2006/02/10","Influenza A virus (A/swine/Minnesota/00996/2006(H1N1))","","","","","","p"
"AEI85570","294","Swine","HA","H1N1","USA","N","2006/02/23","Influenza A virus (A/swine/Arkansas/00998/2006(H1N1))","","","","","","p"
"AEI85571","300","Swine","HA","H1N1","USA","N","2006/02/23","Influenza A virus (A/swine/Minnesota/00999/2006(H1N1))","","","","","","p"
"ABI96157","343","Human","HA","H1N1","USA","N","2006/02/24","Influenza A virus (A/Delaware/2/2006(H1N1))","","","","","","p"
"ABI96156","343","Human","HA","H1N1","USA","N","2006/02/27","Influenza A virus (A/Delaware/1/2006(H1N1))","","","","","","p"
"AEI85577","287","Swine","HA","H1N1","USA","N","2006/02/28","Influenza A virus (A/swine/Iowa/01012/2006(H1N1))","","","","","","p"
"AEI85578","283","Swine","HA","H1N1","USA","N","2006/02/28","Influenza A virus (A/swine/Illinois/01013/2006(H1N1))","","","","","","p"
"AEI85579","300","Swine","HA","H1N1","USA","N","2006/02/28","Influenza A virus (A/swine/Illinois/01014/2006(H1N1))","","","","","","p"
"AEI85580","295","Swine","HA","H1N1","USA","N","2006/02/28","Influenza A virus (A/swine/Illinois/01015/2006(H1N1))","","","","","","p"
"AEI85581","299","Swine","HA","H1N1","USA","N","2006/02/28","Influenza A virus (A/swine/Minnesota/01017/2006(H1N1))","","","","","","p"
"AEI85591","295","Swine","HA","H1N1","USA","N","2006/03/02","Influenza A virus (A/swine/Illinois/01031/2006(H1N1))","","","","","","p"
"ABI96171","343","Human","HA","H1N1","USA","N","2006/03/02","Influenza A virus (A/Maryland/1/2006(H1N1))","","","","","","p"
"AEI85592","284","Swine","HA","H1N1","USA","N","2006/03/03","Influenza A virus (A/swine/North Carolina/01034/2006(H1N1))","","","","","","p"
"AEI85593","294","Swine","HA","H1N1","USA","N","2006/03/03","Influenza A virus (A/swine/Illinois/01035/2006(H1N1))","","","","","","p"
"AEI85594","299","Swine","HA","H1N1","USA","N","2006/03/03","Influenza A virus (A/swine/Illinois/01036/2006(H1N1))","","","","","","p"
"AEI85595","289","Swine","HA","H1N1","USA","N","2006/03/03","Influenza A virus (A/swine/Illinois/01037/2006(H1N1))","","","","","","p"
"AEI85596","300","Swine","HA","H1N1","USA","N","2006/03/03","Influenza A virus (A/swine/Illinois/01038/2006(H1N1))","","","","","","p"
"ABI96166","343","Human","HA","H1N1","USA","N","2006/03/05","Influenza A virus (A/Missouri/3/2006(H1N1))","","","","","","p"
"ABI96161","343","Human","HA","H1N1","USA","N","2006/03/05","Influenza A virus (A/West Virginia/1/2006(H1N1))","","","","","","p"
"ABI96159","343","Human","HA","H1N1","USA","N","2006/03/06","Influenza A virus (A/Pennsylvania/2/2006(H1N1))","","","","","","p"
"ABI96163","343","Human","HA","H1N1","USA","N","2006/03/07","Influenza A virus (A/Hawaii/3/2006(H1N1))","","","","","","p"
"ABI96164","343","Human","HA","H1N1","USA","N","2006/03/08","Influenza A virus (A/Texas/3/2006(H1N1))","","","","","","p"
"ABI96170","343","Human","HA","H1N1","USA","N","2006/03/09","Influenza A virus (A/Minnesota/2/2006(H1N1))","","","","","","p"
"AEI85735","298","Swine","HA","H1N1","USA","N","2006/03/09","Influenza A virus (A/swine/Minnesota/01259/2006(H1N1))","","","","","","p"
"ABI96160","343","Human","HA","H1N1","USA","N","2006/03/10","Influenza A virus (A/Virginia/03/2006(H1N1))","","","","","","p"
"AHB22496","566","Swine","HA","H1N1","Canada","N","2006/03/13","Influenza A virus (A/swine/Alberta/SG1415/2006(H1N1))","","","","","","c"
"ABI96165","343","Human","HA","H1N1","USA","N","2006/03/14","Influenza A virus (A/Pennsylvania/3/2006(H1N1))","","","","","","p"
"ABI96167","343","Human","HA","H1N1","USA","N","2006/03/16","Influenza A virus (A/New Hampshire/2/2006(H1N1))","","","","","","p"
"ABI96169","343","Human","HA","H1N1","USA","N","2006/03/16","Influenza A virus (A/Washington/1/2006(H1N1))","","","","","","p"
"AEI85610","292","Swine","HA","H1N1","USA","N","2006/03/16","Influenza A virus (A/swine/Minnesota/01060/2006(H1N1))","","","","","",""
"ACA33678","565","Human","HA","H1N1","USA","N","2006/03/21","Influenza A virus (A/Ohio/04/2006(H1N1))","","","","","","c"
"AEI85611","300","Swine","HA","H1N1","USA","N","2006/03/22","Influenza A virus (A/swine/Ohio/01061/2006(H1N1))","","","","","","p"
"AEI85612","299","Swine","HA","H1N1","USA","N","2006/03/22","Influenza A virus (A/swine/Minnesota/01062/2006(H1N1))","","","","","","p"
"AEI85613","299","Swine","HA","H1N1","USA","N","2006/03/22","Influenza A virus (A/swine/Pennsylvania/01064/2006(H1N1))","","","","","","p"
"AEI85614","300","Swine","HA","H1N1","USA","N","2006/03/22","Influenza A virus (A/swine/Minnesota/01065/2006(H1N1))","","","","","","p"
"AEI85736","300","Swine","HA","H1N1","USA","N","2006/03/22","Influenza A virus (A/swine/Minnesota/01260/2006(H1N1))","","","","","","p"
"AEI85616","299","Swine","HA","H1N1","USA","N","2006/03/23","Influenza A virus (A/swine/Minnesota/01067/2006(H1N1))","","","","","","p"
"AEI85617","293","Swine","HA","H1N1","USA","N","2006/03/23","Influenza A virus (A/swine/Minnesota/01069/2006(H1N1))","","","","","","p"
"ABI96168","355","Human","HA","H1N1","USA","N","2006/03/23","Influenza A virus (A/Kentucky/2/2006(H1N1))","","","","","","p"
"AEI85615","301","Swine","HA","H1N1","USA","N","2006/03/23","Influenza A virus (A/swine/Iowa/01066/2006(H1N1))","","","","","","p"
"AEI85618","300","Swine","HA","H1N1","USA","N","2006/03/24","Influenza A virus (A/swine/North Carolina/01070/2006(H1N1))","","","","","","p"
"AEI85619","299","Swine","HA","H1N1","USA","N","2006/03/24","Influenza A virus (A/swine/North Carolina/01071/2006(H1N1))","","","","","","p"
"AEI85620","299","Swine","HA","H1N1","USA","N","2006/03/24","Influenza A virus (A/swine/Ohio/01072/2006(H1N1))","","","","","","p"
"ABI96172","343","Human","HA","H1N1","USA","N","2006/03/27","Influenza A virus (A/Indiana/1/2006(H1N1))","","","","","","p"
"AEI85621","294","Swine","HA","H1N1","USA","N","2006/03/28","Influenza A virus (A/swine/Ohio/01073/2006(H1N1))","","","","","","p"
"AHL89546","565","Human","HA","H1N1","USA","N","2006/03/28","Influenza A virus (A/New York/1049/2006(H1N1))","","","","","","c"
"AEI85622","299","Swine","HA","H1N1","USA","N","2006/03/29","Influenza A virus (A/swine/Minnesota/01075/2006(H1N1))","","","","","","p"
"AEI85623","294","Swine","HA","H1N1","USA","N","2006/03/31","Influenza A virus (A/swine/Minnesota/01076/2006(H1N1))","","","","","","p"
"AKC44818","566","Swine","HA","H1N1","USA","N","2006/03/31","Influenza A virus (A/swine/Minnesota/01076/2006(H1N1))","","","","","","c"
"AEI85625","290","Swine","HA","H1N1","USA","N","2006/04/04","Influenza A virus (A/swine/Oklahoma/01078/2006(H1N1))","","","","","","p"
"AEI85626","298","Swine","HA","H1N1","USA","N","2006/04/04","Influenza A virus (A/swine/Wisconsin/01079/2006(H1N1))","","","","","","p"
"ABK79959","565","Human","HA","H1N1","USA","N","2006/04/10","Influenza A virus (A/New York/8/2006(H1N1))","","62y","F","","","c"
"AEI85632","299","Swine","HA","H1N1","USA","N","2006/04/11","Influenza A virus (A/swine/North Carolina/01092/2006(H1N1))","","","","","","p"
"AEI85633","299","Swine","HA","H1N1","Canada","N","2006/04/12","Influenza A virus (A/swine/Manitoba/01093/2006(H1N1))","","","","","","p"
"AEI85629","299","Swine","HA","H1N1","USA","N","2006/04/12","Influenza A virus (A/swine/Iowa/01087/2006(H1N1))","","","","","","p"
"AEI85630","295","Swine","HA","H1N1","USA","N","2006/04/13","Influenza A virus (A/swine/Iowa/01088/2006(H1N1))","","","","","","p"
"AEI85634","296","Swine","HA","H1N1","USA","N","2006/04/13","Influenza A virus (A/swine/Minnesota/01094/2006(H1N1))","","","","","","p"
"AEI85635","300","Swine","HA","H1N1","USA","N","2006/04/13","Influenza A virus (A/swine/Minnesota/01096/2006(H1N1))","","","","","","p"
"AEI85636","301","Swine","HA","H1N1","USA","N","2006/04/14","Influenza A virus (A/swine/Minnesota/01097/2006(H1N1))","","","","","","p"
"AEI85637","301","Swine","HA","H1N1","USA","N","2006/04/19","Influenza A virus (A/swine/Minnesota/01099/2006(H1N1))","","","","","","p"
"AEI85638","299","Swine","HA","H1N1","USA","N","2006/04/19","Influenza A virus (A/swine/North Carolina/01100/2006(H1N1))","","","","","","p"
"AEI85639","300","Swine","HA","H1N1","USA","N","2006/04/20","Influenza A virus (A/swine/Indiana/01101/2006(H1N1))","","","","","","p"
"AEI85640","299","Swine","HA","H1N1","USA","N","2006/04/20","Influenza A virus (A/swine/North Carolina/01102/2006(H1N1))","","","","","","p"
"AEI85641","300","Swine","HA","H1N1","USA","N","2006/04/20","Influenza A virus (A/swine/Missouri/01103/2006(H1N1))","","","","","","p"
"ABI96173","343","Human","HA","H1N1","USA","N","2006/04/20","Influenza A virus (A/Hawaii/A4/2006(H1N1))","","","","","","p"
"AEI85737","299","Swine","HA","H1N1","USA","N","2006/04/21","Influenza A virus (A/swine/Minnesota/01261/2006(H1N1))","","","","","","p"
"AEI85643","300","Swine","HA","H1N1","USA","N","2006/04/24","Influenza A virus (A/swine/Minnesota/01108/2006(H1N1))","","","","","","p"
"AEI85645","299","Swine","HA","H1N1","USA","N","2006/04/28","Influenza A virus (A/swine/Minnesota/01113/2006(H1N1))","","","","","","p"
"AEI85650","281","Swine","HA","H1N1","USA","N","2006/05/02","Influenza A virus (A/swine/Missouri/01119/2006(H1N1))","","","","","","p"
"AHB21003","566","Swine","HA","H1N1","USA","N","2006/05/02","Influenza A virus (A/swine/Arkansas/SG1241/2006(H1N1))","","","","","","c"
"AEI85651","300","Swine","HA","H1N1","USA","N","2006/05/03","Influenza A virus (A/swine/Minnesota/01120/2006(H1N1))","","","","","","p"
"AEI85652","299","Swine","HA","H1N1","USA","N","2006/05/03","Influenza A virus (A/swine/Minnesota/01121/2006(H1N1))","","","","","","p"
"AEI85653","300","Swine","HA","H1N1","USA","N","2006/05/04","Influenza A virus (A/swine/Nebraska/01124/2006(H1N1))","","","","","","p"
"AEI85654","284","Swine","HA","H1N1","USA","N","2006/05/04","Influenza A virus (A/swine/Missouri/01125/2006(H1N1))","","","","","","p"
"AEI85655","299","Swine","HA","H1N1","USA","N","2006/05/04","Influenza A virus (A/swine/Minnesota/01126/2006(H1N1))","","","","","","p"
"AEI85657","293","Swine","HA","H1N1","USA","N","2006/05/05","Influenza A virus (A/swine/North Carolina/01129/2006(H1N1))","","","","","","p"
"AEI85658","300","Swine","HA","H1N1","USA","N","2006/05/05","Influenza A virus (A/swine/Minnesota/01130/2006(H1N1))","","","","","","p"
"AEI85660","300","Swine","HA","H1N1","USA","N","2006/05/10","Influenza A virus (A/swine/Minnesota/01133/2006(H1N1))","","","","","","p"
"AEI85661","299","Swine","HA","H1N1","USA","N","2006/05/10","Influenza A virus (A/swine/Iowa/01134/2006(H1N1))","","","","","","p"
"AEI85663","300","Swine","HA","H1N1","USA","N","2006/05/11","Influenza A virus (A/swine/Minnesota/01137/2006(H1N1))","","","","","","p"
"AEI85662","299","Swine","HA","H1N1","USA","N","2006/05/11","Influenza A virus (A/swine/Minnesota/01136/2006(H1N1))","","","","","","p"
"AHB21123","566","Swine","HA","H1N1","USA","N","2006/05/11","Influenza A virus (A/swine/Minnesota/01136/2006(H1N1))","","","","","","c"
"AHB23688","193","Swine","HA","H1N1","USA","N","2006/05/12","Influenza A virus (A/swine/Georgia/SG1251/2006(H1N1))","","","","","","p"
"AHB22318","566","Swine","HA","H1N1","USA","N","2006/05/12","Influenza A virus (A/swine/Georgia/SG1251/2006(H1N1))","","","","","","c"
"AHB22915","565","Swine","HA","H1N1","USA","N","2006/05/17","Influenza A virus (A/swine/Oklahoma/01139/2006(H1N1))","","","","","","c"
"AEI85664","293","Swine","HA","H1N1","USA","N","2006/05/17","Influenza A virus (A/swine/Oklahoma/01139/2006(H1N1))","","","","","","p"
"AHB23703","561","Swine","HA","H1N1","USA","N","2006/05/18","Influenza A virus (A/swine/North Carolina/SG1255/2006(H1N1))","","","","","","p"
"AEO91844","566","Swine","HA","H1N1","USA","N","2006/05/19","Influenza A virus (A/swine/Minnesota/SG1144/2006(H1N1))","","","","","","c"
"AEI85667","286","Swine","HA","H1N1","USA","N","2006/05/31","Influenza A virus (A/swine/Colorado/01151/2006(H1N1))","","","","","","p"
"AEI85670","291","Swine","HA","H1N1","USA","N","2006/06/07","Influenza A virus (A/swine/North Carolina/01155/2006(H1N1))","","","","","","p"
"AHB21027","566","Swine","HA","H1N1","USA","N","2006/06/07","Influenza A virus (A/swine/Oklahoma/SG1244/2006(H1N1))","","","","","","c"
"AHB23676","566","Swine","HA","H1N1","USA","N","2006/06/07","Influenza A virus (A/swine/Oklahoma/SG1249/2006(H1N1))","","","","","","c"
"AEI85738","299","Swine","HA","H1N1","USA","N","2006/06/13","Influenza A virus (A/swine/Minnesota/01263/2006(H1N1))","","","","","","p"
"AEI85672","298","Swine","HA","H1N1","USA","N","2006/06/15","Influenza A virus (A/swine/Nebraska/01164/2006(H1N1))","","","","","","p"
"AEI85673","299","Swine","HA","H1N1","USA","N","2006/06/15","Influenza A virus (A/swine/North Carolina/01165/2006(H1N1))","","","","","","p"
"AEI85674","300","Swine","HA","H1N1","USA","N","2006/06/21","Influenza A virus (A/swine/Missouri/01167/2006(H1N1))","","","","","","p"
"AEI85675","291","Swine","HA","H1N1","USA","N","2006/06/22","Influenza A virus (A/swine/Missouri/01168/2006(H1N1))","","","","","","p"
"AEI85677","299","Swine","HA","H1N1","USA","N","2006/06/23","Influenza A virus (A/swine/North Carolina/01172/2006(H1N1))","","","","","","p"
"AEI85678","300","Swine","HA","H1N1","USA","N","2006/06/23","Influenza A virus (A/swine/North Carolina/01173/2006(H1N1))","","","","","","p"
"AEI85679","301","Swine","HA","H1N1","USA","N","2006/06/27","Influenza A virus (A/swine/Iowa/01175/2006(H1N1))","","","","","","p"
"AEI85680","299","Swine","HA","H1N1","USA","N","2006/06/27","Influenza A virus (A/swine/Iowa/01176/2006(H1N1))","","","","","","p"
"AEI85681","299","Swine","HA","H1N1","USA","N","2006/06/28","Influenza A virus (A/swine/Kentucky/01177/2006(H1N1))","","","","","","p"
"AEI85682","302","Swine","HA","H1N1","Canada","N","2006/06/28","Influenza A virus (A/swine/Manitoba/01178/2006(H1N1))","","","","","","p"
"AEI85683","299","Swine","HA","H1N1","USA","N","2006/06/29","Influenza A virus (A/swine/Missouri/01180/2006(H1N1))","","","","","","p"
"AEI85684","301","Swine","HA","H1N1","USA","N","2006/06/30","Influenza A virus (A/swine/Nebraska/01182/2006(H1N1))","","","","","","p"
"ABI96174","343","Human","HA","H1N1","USA","N","2006/07/05","Influenza A virus (A/Colorado/1/2006(H1N1))","","","","","","p"
"AEI85686","300","Swine","HA","H1N1","USA","N","2006/07/10","Influenza A virus (A/swine/North Carolina/01184/2006(H1N1))","","","","","","p"
"AEI85687","295","Swine","HA","H1N1","USA","N","2006/07/12","Influenza A virus (A/swine/Minnesota/01185/2006(H1N1))","","","","","","p"
"AEI85688","300","Swine","HA","H1N1","USA","N","2006/07/14","Influenza A virus (A/swine/Missouri/01187/2006(H1N1))","","","","","","p"
"AEI85703","299","Swine","HA","H1N1","USA","N","2006/07/18","Influenza A virus (A/swine/Minnesota/01215/2006(H1N1))","","","","","","p"
"AEI85767","284","Swine","HA","H1N1","USA","N","2006/07/21","Influenza A virus (A/swine/Minnesota/01306/2006(H1N1))","","","","","","p"
"AEI85768","299","Swine","HA","H1N1","USA","N","2006/07/25","Influenza A virus (A/swine/Minnesota/01307/2006(H1N1))","","","","","","p"
"AEI85689","299","Swine","HA","H1N1","USA","N","2006/07/26","Influenza A virus (A/swine/South Dakota/01189/2006(H1N1))","","","","","","p"
"AEI85690","300","Swine","HA","H1N1","USA","N","2006/07/28","Influenza A virus (A/swine/Missouri/01190/2006(H1N1))","","","","","","p"
"AEI85691","300","Swine","HA","H1N1","USA","N","2006/08/07","Influenza A virus (A/swine/Minnesota/01194/2006(H1N1))","","","","","","p"
"ABU50517","343","Human","HA","H1N1","USA","N","2006/08/09","Influenza A virus (A/Texas/14/2006(H1N1))","","","","","","p"
"AEI85692","262","Swine","HA","H1N1","USA","N","2006/08/11","Influenza A virus (A/swine/North Carolina/01197/2006(H1N1))","","","","","","p"
"AEI85693","299","Swine","HA","H1N1","USA","N","2006/08/15","Influenza A virus (A/swine/Minnesota/01200/2006(H1N1))","","","","","","p"
"AEO91678","566","Swine","HA","H1N1","USA","N","2006/08/15","Influenza A virus (A/swine/Minnesota/001200/2006(H1N1))","","","","","","c"
"AEI85694","300","Swine","HA","H1N1","USA","N","2006/08/16","Influenza A virus (A/swine/Iowa/01201/2006(H1N1))","","","","","","p"
"AEI85696","300","Swine","HA","H1N1","USA","N","2006/08/16","Influenza A virus (A/swine/Minnesota/01203/2006(H1N1))","","","","","","p"
"AEI85697","300","Swine","HA","H1N1","USA","N","2006/08/17","Influenza A virus (A/swine/Missouri/01204/2006(H1N1))","","","","","","p"
"AEI85397","298","Swine","HA","H1N1","USA","N","2006/08/17","Influenza A virus (A/swine/Iowa/00688/2006(H1N1))","","","","","","p"
"ABU50518","343","Human","HA","H1N1","USA","N","2006/08/17","Influenza A virus (A/Washington/4/2006(H1N1))","","","","","","p"
"AEI85398","300","Swine","HA","H1N1","USA","N","2006/08/30","Influenza A virus (A/swine/Minnesota/00691/2006(H1N1))","","","","","","p"
"AEI85399","258","Swine","HA","H1N1","USA","N","2006/08/30","Influenza A virus (A/swine/Minnesota/00692/2006(H1N1))","","","","","","p"
"AEI85441","301","Swine","HA","H1N1","USA","N","2006/08/30","Influenza A virus (A/swine/Minnesota/00767/2006(H1N1))","","","","","","p"
"AEI85698","300","Swine","HA","H1N1","USA","N","2006/08/30","Influenza A virus (A/swine/Minnesota/01207/2006(H1N1))","","","","","","p"
"AEI85685","302","Swine","HA","H1N1","USA","N","2006/08/30","Influenza A virus (A/swine/Virginia/01183/2006(H1N1))","","","","","","p"
"AEI85400","299","Swine","HA","H1N1","USA","N","2006/09/01","Influenza A virus (A/swine/Iowa/00694/2006(H1N1))","","","","","","p"
"AEI85536","298","Swine","HA","H1N1","USA","N","2006/09/06","Influenza A virus (A/swine/Indiana/00939/2006(H1N1))","","","","","","p"
"AEI85401","301","Swine","HA","H1N1","USA","N","2006/09/08","Influenza A virus (A/swine/Minnesota/00695/2006(H1N1))","","","","","","p"
"AEI85537","298","Swine","HA","H1N1","USA","N","2006/09/12","Influenza A virus (A/swine/Minnesota/00940/2006(H1N1))","","","","","","p"
"AEI85402","299","Swine","HA","H1N1","USA","N","2006/09/14","Influenza A virus (A/swine/North Carolina/00699/2006(H1N1))","","","","","","p"
